ClsPric,TtlTradgVol,TradDt,TckrSymb
201.15,147127,2025-03-19,20MICRONS
923.8,2776070,2025-03-19,360ONE
87.65,2498,2025-03-19,GOLD360
22.76,1799506,2025-03-19,3IINFOLTD
28343.7,5635,2025-03-19,3MINDIA
337.2,42202,2025-03-19,5PAISA
759.8,200626,2025-03-19,63MOONS
95.24,119794,2025-03-19,ABINFRA
71.94,73008,2025-03-19,AAATECH
443.2,596383,2025-03-19,AADHARHFC
8.37,165707,2025-03-19,AAKASH
35.21,44069,2025-03-19,AAREYDRUGS
349.4,6171,2025-03-19,AARON
356.6,146408,2025-03-19,AARTIDRUGS
399.35,1344897,2025-03-19,AARTIIND
769.0,949696,2025-03-19,AARTIPHARM
442.9,29979,2025-03-19,AARTISURF
104.94,16110,2025-03-19,AARVI
1918.05,243028,2025-03-19,AAVAS
5475.6,580679,2025-03-19,ABB
30348.9,12242,2025-03-19,ABBOTINDIA
46.36,3,2025-03-19,ABMINTLLTD
1900.0,274686,2025-03-19,ACC
1298.0,11671,2025-03-19,ACCELYA
8.02,395969,2025-03-19,ACCURACY
23.84,50563,2025-03-19,ACEINTEG
204.89,744147,2025-03-19,ACMESOLAR
1212.95,193022,2025-03-19,ACE
813.9,1417575,2025-03-19,ADANIENSOL
2318.65,1030345,2025-03-19,ADANIENT
911.2,2980425,2025-03-19,ADANIGREEN
1173.5,2416781,2025-03-19,ADANIPORTS
521.0,3634978,2025-03-19,ADANIPOWER
622.6,809641,2025-03-19,ATGL
255.1,1733594,2025-03-19,AWL
240.24,193034,2025-03-19,ADFFOODS
632.9,449480,2025-03-19,ABSLAMC
170.79,4706833,2025-03-19,ABCAPITAL
251.25,4272939,2025-03-19,ABFRL
1921.9,291515,2025-03-19,ABREL
439.95,37459,2025-03-19,AVL
78.79,183221,2025-03-19,BSLGOLDETF
26.39,184308,2025-03-19,BSLNIFTY
864.2,33493,2025-03-19,ADORWELD
14.78,33865,2025-03-19,ADROITINFO
278.2,160376,2025-03-19,ADVENZYMES
61.73,83562,2025-03-19,ADVANIHOTR
778.15,665223,2025-03-19,AEGISLOG
174.27,910956,2025-03-19,AEROFLEX
851.85,33100,2025-03-19,AETHER
455.8,1070739,2025-03-19,AFCONS
1481.25,313575,2025-03-19,AFFLE
411.0,30622,2025-03-19,AFFORDABLE
1054.55,26812,2025-03-19,AGARIND
714.45,195419,2025-03-19,AGI
811.05,47986,2025-03-19,AGIIL
139.21,18889,2025-03-19,AGRITECH
30.61,47980,2025-03-19,AGROPHOS
818.8,20724,2025-03-19,ATFL
61.85,83809,2025-03-19,AHLADA
773.1,85687,2025-03-19,AHLUCONT
3221.15,21228,2025-03-19,AIAENG
49.04,208274,2025-03-19,GOLDTECH
26.93,278173,2025-03-19,AIRAN
95.95,3798,2025-03-19,AIROLAM
2622.5,59405,2025-03-19,AJANTPHARM
646.2,2844516,2025-03-19,AJAXENGG
881.7,146782,2025-03-19,AJMERA
6.12,2461397,2025-03-19,AJOONI
26.44,15542,2025-03-19,AKASH
13.26,564239,2025-03-19,AKG
68.4,224605,2025-03-19,AFIL
212.73,14897,2025-03-19,AKSHARCHEM
510.5,370570,2025-03-19,AKUMS
3222.1,9257,2025-03-19,AKZOINDIA
15.15,1377869,2025-03-19,ALANKIT
841.95,18788,2025-03-19,ALBERTDAVD
99.07,1025663,2025-03-19,ALEMBICLTD
841.5,35454,2025-03-19,APLLTD
702.55,36748,2025-03-19,ALICON
1080.55,49302,2025-03-19,ALIVUS
85.11,9126,2025-03-19,ALKALI
4851.8,60266,2025-03-19,ALKEM
1599.95,39052,2025-03-19,ALKYLAMINE
57.17,1113257,2025-03-19,ACLGATI
30.69,3744954,2025-03-19,ALLCARGO
25.76,741254,2025-03-19,ATL
952.15,11124,2025-03-19,ALLDIGI
316.55,385680,2025-03-19,ABDL
197.09,291512,2025-03-19,ADSL
18.96,554597,2025-03-19,ALMONDZ
16.31,6506275,2025-03-19,ALOKINDS
111.56,37356,2025-03-19,ALPA
1060.7,894288,2025-03-19,ARE&M
6861.9,489592,2025-03-19,AMBER
26.84,24006,2025-03-19,AMBICAAGAR
1317.65,13435,2025-03-19,AMBIKCO
507.05,1284144,2025-03-19,AMBUJACEM
40.9,25402,2025-03-19,AMDIND
2359.5,416605,2025-03-19,AMIORG
218.48,10672,2025-03-19,AMNPLST
49.28,22993,2025-03-19,AMJLAND
612.1,24685,2025-03-19,AMRUTANJAN
1708.6,205194,2025-03-19,ANANDRATHI
523.7,2055195,2025-03-19,ANANTRAJ
56.62,93726,2025-03-19,ACL
70.24,416070,2025-03-19,ANDHRAPAP
70.08,536678,2025-03-19,ANDHRSUGAR
2215.35,1615739,2025-03-19,ANGELONE
92.91,5546,2025-03-19,ANIKINDS
101.63,31917,2025-03-19,APCL
16.58,119220,2025-03-19,ANMOL
