ClsPric,TtlTradgVol,TradDt,TckrSymb
204.33,137064,2025-03-07,20MICRONS
972.9,521682,2025-03-07,360ONE
24.45,492333,2025-03-07,3IINFOLTD
27723.3,4144,2025-03-07,3MINDIA
357.7,23065,2025-03-07,5PAISA
756.1,411558,2025-03-07,63MOONS
90.95,194566,2025-03-07,ABINFRA
82.76,6783,2025-03-07,AAATECH
426.7,1158243,2025-03-07,AADHARHFC
8.56,99890,2025-03-07,AAKASH
40.6,13024,2025-03-07,AAREYDRUGS
354.75,8748,2025-03-07,AARON
371.1,256797,2025-03-07,AARTIDRUGS
406.3,727563,2025-03-07,AARTIIND
739.0,339194,2025-03-07,AARTIPHARM
462.2,26474,2025-03-07,AARTISURF
105.05,13463,2025-03-07,AARVI
1699.2,89545,2025-03-07,AAVAS
5326.55,482112,2025-03-07,ABB
30768.3,12123,2025-03-07,ABBOTINDIA
50.99,347,2025-03-07,ABMINTLLTD
1885.75,445459,2025-03-07,ACC
1318.1,16063,2025-03-07,ACCELYA
9.0,165325,2025-03-07,ACCURACY
24.13,9607,2025-03-07,ACEINTEG
208.3,1655687,2025-03-07,ACMESOLAR
1136.3,393864,2025-03-07,ACE
747.6,2622387,2025-03-07,ADANIENSOL
2247.5,818806,2025-03-07,ADANIENT
837.2,6078435,2025-03-07,ADANIGREEN
1144.5,2211623,2025-03-07,ADANIPORTS
506.15,3890016,2025-03-07,ADANIPOWER
607.2,828175,2025-03-07,ATGL
260.84,1348933,2025-03-07,AWL
237.95,60554,2025-03-07,ADFFOODS
619.55,360176,2025-03-07,ABSLAMC
160.85,6386257,2025-03-07,ABCAPITAL
242.31,1340053,2025-03-07,ABFRL
1972.55,140812,2025-03-07,ABREL
457.95,98169,2025-03-07,AVL
76.69,280816,2025-03-07,BSLGOLDETF
25.94,154671,2025-03-07,BSLNIFTY
907.75,14570,2025-03-07,ADORWELD
16.57,25274,2025-03-07,ADROITINFO
290.0,217589,2025-03-07,ADVENZYMES
59.03,61209,2025-03-07,ADVANIHOTR
750.05,1384414,2025-03-07,AEGISLOG
176.42,1138566,2025-03-07,AEROFLEX
912.7,170189,2025-03-07,AETHER
450.7,1434884,2025-03-07,AFCONS
1482.65,204616,2025-03-07,AFFLE
446.7,6226,2025-03-07,AFFORDABLE
1035.2,24318,2025-03-07,AGARIND
715.15,105817,2025-03-07,AGI
822.0,62352,2025-03-07,AGIIL
142.43,31749,2025-03-07,AGRITECH
30.98,32550,2025-03-07,AGROPHOS
815.4,16348,2025-03-07,ATFL
70.28,19297,2025-03-07,AHLADA
715.3,73851,2025-03-07,AHLUCONT
3135.85,26370,2025-03-07,AIAENG
65.1,68635,2025-03-07,GOLDTECH
29.04,164291,2025-03-07,AIRAN
100.93,2471,2025-03-07,AIROLAM
2562.85,75484,2025-03-07,AJANTPHARM
602.35,152435,2025-03-07,AJAXENGG
830.1,93145,2025-03-07,AJMERA
7.27,745401,2025-03-07,AJOONI
26.79,4021,2025-03-07,AKASH
14.24,86612,2025-03-07,AKG
73.15,335872,2025-03-07,AFIL
221.47,9097,2025-03-07,AKSHARCHEM
503.6,142747,2025-03-07,AKUMS
