ClsPric,TtlTradgVol,TradDt,TckrSymb
168.42,207691,2025-02-11,20MICRONS
384.9,575705,2025-02-11,AADHARHFC
40.42,109139,2025-02-11,ABAN
160.62,3054217,2025-02-11,ABCAPITAL
732.05,1530185,2025-02-11,ADANIENSOL
248.95,75912,2025-02-11,ADFFOODS
895.45,29694,2025-02-11,ADORWELD
493.9,27400,2025-02-11,AFFORDABLE
38.01,1382933,2025-02-11,ALLCARGO
631.9,12310,2025-02-11,AMRUTANJAN
119.08,5391510,2025-02-11,APOLLO
265.15,145204,2025-02-11,ARTEMISMED
56.03,394968,2025-02-11,ASIANTILES
16.61,40127,2025-02-11,ASTRON
30.02,294778,2025-02-11,ATL
1824.1,10010,2025-02-11,AUTOAXLES
72.5,1055357,2025-02-11,AXISGOLD
507.56,731033,2025-02-11,BANKBEES
190.98,2693,2025-02-11,BBTCL
1393.65,62918,2025-02-11,BECTORFOOD
109.74,403906,2025-02-11,BEPL
504.35,1219686,2025-02-11,BSOFT
172.43,266252,2025-02-11,CGCL
79.01,5710121,2025-02-11,CPSEETF
264.5,56038,2025-02-11,CSLFINANCE
107.85,96934,2025-02-11,DCM
1054.15,21063,2025-02-11,DCMSHRIRAM
1080.4,508230,2025-02-11,DEEPAKFERT
193.64,24370,2025-02-11,EIFFL
161.0,2507963,2025-02-11,ENGINERSIN
249.89,1233899,2025-02-11,EPL
45.0,411621,2025-02-11,FIBERWEB
2427.55,16772,2025-02-11,GALAXYSURF
1600.7,80579,2025-02-11,GANECOS
79.97,56036,2025-02-11,GEEKAYWIRE
296.25,1249415,2025-02-11,GENUSPOWER
8512.3,14707,2025-02-11,GILLETTE
5125.95,525960,2025-02-11,GODFRYPHLP
10.0,62668,2025-02-11,GVPTECH
91.5,648116,2025-02-11,HDFCSILVER
397.4,260364,2025-02-11,HERITGFOOD
530.75,8413,2025-02-11,IFBAGRO
748.0,2381688,2025-02-11,INDHOTEL
513.55,670884,2025-02-11,INDIANB
1162.2,103456,2025-02-11,INDIGOPNTS
166.33,5673023,2025-02-11,INOXWIND
179.85,4785894,2025-02-11,IRCON
8901.1,6889,2025-02-11,IWEL
148.41,288944,2025-02-11,JAIBALAJI
128.48,255021,2025-02-11,JAICORPLTD
656.8,203016,2025-02-11,JBMA
834.5,2851850,2025-02-11,JINDALSTEL
32.52,36883,2025-02-11,JISLDVREQS
434.35,115402,2025-02-11,JITFINFRA
419.75,298752,2025-02-11,JSFB
36.56,573342,2025-02-11,KCPSUGIND
604.05,356763,2025-02-11,KIMS
646.15,79449,2025-02-11,KSB
790.5,55541,2025-02-11,KSL
458.8,34865,2025-02-11,KSOLVES
1278.8,13878,2025-02-11,LGBBROSLTD
7904.55,3257,2025-02-11,LICMFGOLD
32.79,201974,2025-02-11,MAGNUM
130.7,37285,2025-02-11,MAKEINDIA
38.9,6465,2025-02-11,MALUPAPER
410.65,402308,2025-02-11,MAMATA
25.26,45546,2025-02-11,MANAKALUCO
60.04,242785,2025-02-11,MANALIPETC
145.13,89905,2025-02-11,MIDCAP
283.45,491897,2025-02-11,MIDHANI
101.94,999,2025-02-11,MODIRUBBER
35.09,97186,2025-02-11,MOLOWVOL
21.25,519935,2025-02-11,MONIFTY500
2713.6,249486,2025-02-11,MPHASIS
40.11,55458,2025-02-11,MURUDCERA
278.5,10486,2025-02-11,MUTHOOTCAP
112.89,1050764,2025-02-11,NAVKARCORP
200.44,98080,2025-02-11,NCLIND
1949.6,31944,2025-02-11,NEOGEN
2195.5,476837,2025-02-11,NESTLEIND
247.25,2282,2025-02-11,NETF
13667.65,94193,2025-02-11,NEULANDLAB
364.75,80629,2025-02-11,NITINSPIN
91.92,68840,2025-02-11,NRL
305.6,13241830,2025-02-11,NTPC
336.8,47291,2025-02-11,NUVOCO
14.44,651076,2025-02-11,NV20IETF
10.57,2104166,2025-02-11,ORIENTALTL
135.53,1912,2025-02-11,PALASHSECU
447.6,13848,2025-02-11,PAVNAIND
13933.4,34237,2025-02-11,PGHH
21.7,2672511,2025-02-11,PHARMABEES
69.63,23095,2025-02-11,PLAZACABLE
415.8,58950,2025-02-11,PPL
251.45,223558,2025-02-11,PRECAM
1311.15,780980,2025-02-11,PRESTIGE
474.8,221084,2025-02-11,PRICOLLTD
620.25,131792,2025-02-11,PSPPROJECT
2502.29,643,2025-02-11,QNIFTY
64.94,73069,2025-02-11,RADIANTCMS
99.79,44163,2025-02-11,RAMAPHO
11.18,6527071,2025-02-11,RAMASTEEL
163.06,7239376,2025-02-11,RBLBANK
492.05,10551,2025-02-11,REPRO
1609.1,8997,2025-02-11,ROLEXRINGS
202.69,17691,2025-02-11,RUBYMILLS
114.16,18634,2025-02-11,RUCHIRA
1687.25,1716,2025-02-11,RVTH
33.2,60400,2025-02-11,SAGARDEEP
678.05,314051,2025-02-11,SAILIFE
20.04,295753,2025-02-11,SALSTEEL
1384.1,1330,2025-02-11,SANDESH
281.85,103428,2025-02-11,SASTASUNDR
453.17,8159,2025-02-11,SBIETFIT
98.15,544,2025-02-11,SECMARK
27989.75,69686,2025-02-11,SHREECEM
37.34,130141,2025-02-11,SILGO
328.2,60166,2025-02-11,SIS
200.02,94294,2025-02-11,SMSPHARMA
478.35,40836,2025-02-11,SOMANYCERA
326.25,476120,2025-02-11,SPANDANA
2550.1,29789,2025-02-11,STYRENIX
401.6,62511,2025-02-11,SUPRAJIT
119.93,517700,2025-02-11,SUVEN
482.0,740914,2025-02-11,SYRMA
6116.75,100616,2025-02-11,TATAELXSI
130.11,23635428,2025-02-11,TATASTEEL
3963.55,1810908,2025-02-11,TCS
1511.3,99493,2025-02-11,TEGA
824.3,816981,2025-02-11,TEJASNET
204.79,9513,2025-02-11,TREJHARA
82.1,84696,2025-02-11,UFO
15.47,228502,2025-02-11,VAISHALI
1684.7,62944,2025-02-11,VENKEYS
1078.5,115480,2025-02-11,VIJAYA
106.26,314182,2025-02-11,VINCOFE
120.0,3626,2025-02-11,WEIZMANIND
101.83,121075,2025-02-11,XCHANGING
1482.25,1104946,2025-02-11,ZENTEC
393.95,75647,2025-02-11,AARTIDRUGS
24.75,54200,2025-02-11,ACEINTEG
498.15,12016587,2025-02-11,ADANIPOWER
1568.45,330071,2025-02-11,AFFLE
499.9,2784189,2025-02-11,AMBUJACEM
221.5,66539,2025-02-11,APEX
1377.9,392746,2025-02-11,APLAPOLLO
318.75,789497,2025-02-11,APTUS
332.7,461540,2025-02-11,ARVIND
644.05,49052,2025-02-11,ASAHIINDIA
474.4,477358,2025-02-11,ASHAPURMIN
29.05,828618,2025-02-11,ASHIMASYN
421.65,175453,2025-02-11,ASKAUTOLTD
7447.8,8126,2025-02-11,ASTRAZEN
595.95,1043269,2025-02-11,ATGL
1147.7,424894,2025-02-11,AUROPHARMA
664.2,309457,2025-02-11,AVALON
416.1,231621,2025-02-11,AVL
110.67,2381,2025-02-11,AXISCETF
11513.6,87425,2025-02-11,BAJAJHLDNG
1227.99,1613,2025-02-11,BBETF0432
400.75,3158285,2025-02-11,BLS
5187.15,2408978,2025-02-11,BSE
75.69,2925,2025-02-11,BSLSENETFG
42.52,25190,2025-02-11,BVCL
2036.45,97212,2025-02-11,CAPLIPOINT
673.7,74506,2025-02-11,CARYSIL
17.27,60759,2025-02-11,CCHHL
1239.9,3686050,2025-02-11,CDSL
13.27,83210,2025-02-11,CELEBRITY
490.95,51715,2025-02-11,CENTENKA
447.7,85143,2025-02-11,CIEINDIA
692.45,860907,2025-02-11,CONCOR
193.86,19166,2025-02-11,CROWN
1786.05,210236,2025-02-11,DALBHARAT
164.08,64773,2025-02-11,DCMSRIND
312.7,551176,2025-02-11,DENTA
299.35,696661,2025-02-11,DREAMFOLKS
4972.35,2272410,2025-02-11,EICHERMOT
375.05,305536,2025-02-11,EPACK
461.6,124879,2025-02-11,FDC
