ClsPric,TtlTradgVol,TradDt,TckrSymb
188.89,233620,2025-01-27,20MICRONS
364.15,671606,2025-01-27,AADHARHFC
46.05,204854,2025-01-27,ABAN
165.1,4894227,2025-01-27,ABCAPITAL
755.65,2319145,2025-01-27,ADANIENSOL
252.55,191621,2025-01-27,ADFFOODS
1006.85,74006,2025-01-27,ADORWELD
515.55,43116,2025-01-27,AFFORDABLE
41.48,2218669,2025-01-27,ALLCARGO
666.15,20806,2025-01-27,AMRUTANJAN
123.66,6271961,2025-01-27,APOLLO
291.6,200592,2025-01-27,ARTEMISMED
57.63,906529,2025-01-27,ASIANTILES
17.86,52756,2025-01-27,ASTRON
31.65,517869,2025-01-27,ATL
1714.65,8429,2025-01-27,AUTOAXLES
68.14,271961,2025-01-27,AXISGOLD
494.12,1076639,2025-01-27,BANKBEES
195.2,4784,2025-01-27,BBTCL
1488.3,72073,2025-01-27,BECTORFOOD
110.13,1153581,2025-01-27,BEPL
517.5,1335664,2025-01-27,BSOFT
186.79,3551867,2025-01-27,CGCL
81.74,1825332,2025-01-27,CPSEETF
254.25,32019,2025-01-27,CSLFINANCE
100.09,51089,2025-01-27,DCM
1196.9,117789,2025-01-27,DCMSHRIRAM
1127.45,533903,2025-01-27,DEEPAKFERT
181.67,26498,2025-01-27,EIFFL
160.64,1963386,2025-01-27,ENGINERSIN
210.05,964525,2025-01-27,EPL
46.24,87083,2025-01-27,FIBERWEB
2331.4,12956,2025-01-27,GALAXYSURF
1559.2,62891,2025-01-27,GANECOS
85.47,70358,2025-01-27,GEEKAYWIRE
302.65,1352270,2025-01-27,GENUSPOWER
8996.2,14213,2025-01-27,GILLETTE
4345.8,36568,2025-01-27,GODFRYPHLP
10.31,39968,2025-01-27,GVPTECH
87.67,499070,2025-01-27,HDFCSILVER
408.05,384519,2025-01-27,HERITGFOOD
537.35,4587,2025-01-27,IFBAGRO
760.2,3360806,2025-01-27,INDHOTEL
498.55,2717294,2025-01-27,INDIANB
1196.25,78239,2025-01-27,INDIGOPNTS
138.99,12545751,2025-01-27,INOXWIND
196.07,4757869,2025-01-27,IRCON
8054.95,16225,2025-01-27,IWEL
139.55,561432,2025-01-27,JAIBALAJI
124.6,958707,2025-01-27,JAICORPLTD
1379.55,182989,2025-01-27,JBMA
842.65,2260090,2025-01-27,JINDALSTEL
35.44,46024,2025-01-27,JISLDVREQS
570.05,73187,2025-01-27,JITFINFRA
403.2,665299,2025-01-27,JSFB
40.05,188761,2025-01-27,KCPSUGIND
591.95,475178,2025-01-27,KIMS
653.35,139131,2025-01-27,KSB
875.15,40878,2025-01-27,KSL
953.25,30444,2025-01-27,KSOLVES
1176.95,33589,2025-01-27,LGBBROSLTD
7326.65,407,2025-01-27,LICMFGOLD
35.57,90136,2025-01-27,MAGNUM
130.25,42701,2025-01-27,MAKEINDIA
40.3,23904,2025-01-27,MALUPAPER
395.75,509502,2025-01-27,MAMATA
27.75,17929,2025-01-27,MANAKALUCO
57.67,206338,2025-01-27,MANALIPETC
146.83,53063,2025-01-27,MIDCAP
307.0,212593,2025-01-27,MIDHANI
108.25,754,2025-01-27,MODIRUBBER
35.35,3063,2025-01-27,MOLOWVOL
21.21,758195,2025-01-27,MONIFTY500
2937.1,1054296,2025-01-27,MPHASIS
41.87,58096,2025-01-27,MURUDCERA
287.5,11123,2025-01-27,MUTHOOTCAP
129.33,1573175,2025-01-27,NAVKARCORP
192.4,118781,2025-01-27,NCLIND
1706.2,102677,2025-01-27,NEOGEN
2174.75,549986,2025-01-27,NESTLEIND
245.28,4797,2025-01-27,NETF
13496.65,53520,2025-01-27,NEULANDLAB
370.0,411591,2025-01-27,NITINSPIN
94.49,149281,2025-01-27,NRL
322.2,13803855,2025-01-27,NTPC
344.5,148678,2025-01-27,NUVOCO
14.55,830958,2025-01-27,NV20IETF
9.52,150213,2025-01-27,ORIENTALTL
135.89,6618,2025-01-27,PALASHSECU
476.65,4713,2025-01-27,PAVNAIND
14044.3,4430,2025-01-27,PGHH
21.72,4684535,2025-01-27,PHARMABEES
70.38,43673,2025-01-27,PLAZACABLE
420.4,93043,2025-01-27,PPL
275.8,308081,2025-01-27,PRECAM
1243.85,1664609,2025-01-27,PRESTIGE
479.8,204351,2025-01-27,PRICOLLTD
627.5,74482,2025-01-27,PSPPROJECT
2475.41,1535,2025-01-27,QNIFTY
69.25,263973,2025-01-27,RADIANTCMS
198.85,19223,2025-01-27,RAMAPHO
11.78,8558961,2025-01-27,RAMASTEEL
149.93,10965255,2025-01-27,RBLBANK
487.6,9771,2025-01-27,REPRO
1764.4,17617,2025-01-27,ROLEXRINGS
206.3,18138,2025-01-27,RUBYMILLS
113.66,40633,2025-01-27,RUCHIRA
31.17,49706,2025-01-27,SAGARDEEP
652.9,655324,2025-01-27,SAILIFE
20.36,192713,2025-01-27,SALSTEEL
1442.5,2902,2025-01-27,SANDESH
262.45,33238,2025-01-27,SASTASUNDR
453.88,5735,2025-01-27,SBIETFIT
103.68,2154,2025-01-27,SECMARK
25131.4,42809,2025-01-27,SHREECEM
27.51,146719,2025-01-27,SILGO
313.4,61447,2025-01-27,SIS
196.51,163284,2025-01-27,SMSPHARMA
498.6,36472,2025-01-27,SOMANYCERA
308.0,182125,2025-01-27,SPANDANA
2521.6,35326,2025-01-27,STYRENIX
391.4,98385,2025-01-27,SUPRAJIT
116.02,454200,2025-01-27,SUVEN
443.4,1044499,2025-01-27,SYRMA
6156.05,161634,2025-01-27,TATAELXSI
126.37,24650571,2025-01-27,TATASTEEL
4065.15,1551782,2025-01-27,TCS
1460.25,41389,2025-01-27,TEGA
895.5,4721596,2025-01-27,TEJASNET
212.72,21885,2025-01-27,TREJHARA
80.35,97213,2025-01-27,UFO
13.29,336925,2025-01-27,VAISHALI
1615.0,28015,2025-01-27,VENKEYS
942.05,578161,2025-01-27,VIJAYA
113.18,466475,2025-01-27,VINCOFE
124.0,4140,2025-01-27,WEIZMANIND
102.55,124967,2025-01-27,XCHANGING
1742.75,1030993,2025-01-27,ZENTEC
400.4,105752,2025-01-27,AARTIDRUGS
24.82,14639,2025-01-27,ACEINTEG
496.9,3438956,2025-01-27,ADANIPOWER
1479.95,356494,2025-01-27,AFFLE
54.43,885637,2025-01-27,AGSTRA
534.9,1868811,2025-01-27,AMBUJACEM
233.65,92853,2025-01-27,APEX
1515.95,375050,2025-01-27,APLAPOLLO
272.0,729178,2025-01-27,APTUS
