ClsPric,TtlTradgVol,TradDt,TckrSymb
184.64,63556,2025-03-05,20MICRONS
983.5,778300,2025-03-05,360ONE
23.78,1032488,2025-03-05,3IINFOLTD
27781.65,11567,2025-03-05,3MINDIA
339.05,32945,2025-03-05,5PAISA
729.9,68118,2025-03-05,63MOONS
83.38,330322,2025-03-05,ABINFRA
80.66,34771,2025-03-05,AAATECH
388.5,326977,2025-03-05,AADHARHFC
8.11,122017,2025-03-05,AAKASH
38.54,10118,2025-03-05,AAREYDRUGS
345.3,7506,2025-03-05,AARON
363.95,89852,2025-03-05,AARTIDRUGS
401.95,1134502,2025-03-05,AARTIIND
758.85,508262,2025-03-05,AARTIPHARM
436.95,4847,2025-03-05,AARTISURF
101.96,12959,2025-03-05,AARVI
1701.1,120828,2025-03-05,AAVAS
5312.3,445752,2025-03-05,ABB
31448.1,20717,2025-03-05,ABBOTINDIA
46.95,761,2025-03-05,ABMINTLLTD
1857.25,318341,2025-03-05,ACC
1314.2,11274,2025-03-05,ACCELYA
8.3,86451,2025-03-05,ACCURACY
23.43,19572,2025-03-05,ACEINTEG
200.89,1176824,2025-03-05,ACMESOLAR
1088.5,298246,2025-03-05,ACE
709.45,6265335,2025-03-05,ADANIENSOL
2245.85,1370106,2025-03-05,ADANIENT
848.7,17902240,2025-03-05,ADANIGREEN
1112.7,3785743,2025-03-05,ADANIPORTS
505.55,8506174,2025-03-05,ADANIPOWER
589.9,2608015,2025-03-05,ATGL
258.42,4698429,2025-03-05,AWL
238.38,124460,2025-03-05,ADFFOODS
612.25,261578,2025-03-05,ABSLAMC
156.7,8701149,2025-03-05,ABCAPITAL
243.78,1099049,2025-03-05,ABFRL
1993.75,235702,2025-03-05,ABREL
461.15,702244,2025-03-05,AVL
76.69,880358,2025-03-05,BSLGOLDETF
25.72,172153,2025-03-05,BSLNIFTY
890.75,16491,2025-03-05,ADORWELD
16.33,10086,2025-03-05,ADROITINFO
280.25,365614,2025-03-05,ADVENZYMES
57.56,63543,2025-03-05,ADVANIHOTR
778.5,544206,2025-03-05,AEGISLOG
169.29,1699261,2025-03-05,AEROFLEX
910.2,261062,2025-03-05,AETHER
420.6,951280,2025-03-05,AFCONS
1434.05,302146,2025-03-05,AFFLE
439.1,16356,2025-03-05,AFFORDABLE
917.25,28057,2025-03-05,AGARIND
690.1,179062,2025-03-05,AGI
820.7,24733,2025-03-05,AGIIL
137.23,183988,2025-03-05,AGRITECH
28.97,115618,2025-03-05,AGROPHOS
830.5,22273,2025-03-05,ATFL
65.77,56311,2025-03-05,AHLADA
687.45,87836,2025-03-05,AHLUCONT
3138.45,24376,2025-03-05,AIAENG
62.39,88316,2025-03-05,GOLDTECH
26.11,287414,2025-03-05,AIRAN
98.32,12353,2025-03-05,AIROLAM
2561.9,229275,2025-03-05,AJANTPHARM
596.75,286011,2025-03-05,AJAXENGG
782.6,38074,2025-03-05,AJMERA
7.14,476781,2025-03-05,AJOONI
26.47,7581,2025-03-05,AKASH
13.34,29819,2025-03-05,AKG
67.24,382627,2025-03-05,AFIL
221.09,5552,2025-03-05,AKSHARCHEM
515.65,736398,2025-03-05,AKUMS
3174.65,11745,2025-03-05,AKZOINDIA
16.1,389377,2025-03-05,ALANKIT
879.8,9517,2025-03-05,ALBERTDAVD
94.24,537784,2025-03-05,ALEMBICLTD
803.95,80281,2025-03-05,APLLTD
707.65,25651,2025-03-05,ALICON
1024.05,94208,2025-03-05,ALIVUS
83.3,14367,2025-03-05,ALKALI
4696.5,257069,2025-03-05,ALKEM
1674.35,35558,2025-03-05,ALKYLAMINE
62.74,345290,2025-03-05,ACLGATI
31.75,2202922,2025-03-05,ALLCARGO
27.99,387924,2025-03-05,ATL
946.2,14018,2025-03-05,ALLDIGI
323.3,555202,2025-03-05,ABDL
204.03,368274,2025-03-05,ADSL
22.0,212870,2025-03-05,ALMONDZ
16.78,11698446,2025-03-05,ALOKINDS
106.79,88437,2025-03-05,ALPA
1001.2,684723,2025-03-05,ARE&M
5812.05,392501,2025-03-05,AMBER
27.7,23194,2025-03-05,AMBICAAGAR
1350.7,13396,2025-03-05,AMBIKCO
491.1,2223913,2025-03-05,AMBUJACEM
43.65,18306,2025-03-05,AMDIND
2404.95,334864,2025-03-05,AMIORG
212.54,9014,2025-03-05,AMNPLST
51.29,23860,2025-03-05,AMJLAND
630.6,49510,2025-03-05,AMRUTANJAN
1895.7,525196,2025-03-05,ANANDRATHI
463.3,1609782,2025-03-05,ANANTRAJ
59.57,32655,2025-03-05,ACL
73.9,317540,2025-03-05,ANDHRAPAP
70.92,160849,2025-03-05,ANDHRSUGAR
2104.1,1664624,2025-03-05,ANGELONE
92.26,1280,2025-03-05,ANIKINDS
110.9,21922,2025-03-05,APCL
16.19,191918,2025-03-05,ANMOL
1.06,222060,2025-03-05,ANTGRAPHIC
529.5,94815,2025-03-05,AWHCL
162.53,31827,2025-03-05,ANUHPHR
752.15,578978,2025-03-05,ANURAS
10.21,2925359,2025-03-05,AONETOTAL
5799.35,218017,2025-03-05,APARINDS
310.25,40327,2025-03-05,APCOTEXIND
220.28,274006,2025-03-05,APEX
1474.6,576461,2025-03-05,APLAPOLLO
6214.4,345922,2025-03-05,APOLLOHOSP
113.13,4695815,2025-03-05,APOLLO
339.45,123977,2025-03-05,APOLLOPIPE
1293.95,5937,2025-03-05,APOLSINHOT
389.45,1515699,2025-03-05,APOLLOTYRE
127.48,907071,2025-03-05,APTECHT
305.0,288862,2025-03-05,APTUS
531.4,513018,2025-03-05,ACI
69.58,552,2025-03-05,ADL
87.01,16348,2025-03-05,ARCHIDPLY
17.62,41375,2025-03-05,ARCHIES
70.65,1205626,2025-03-05,ARIHANTCAP
392.4,140420,2025-03-05,ARIHANTSUP
139.06,723519,2025-03-05,ARKADE
1238.85,20828,2025-03-05,ARMANFIN
36.67,10613,2025-03-05,AROGRANITE
232.47,114221,2025-03-05,ARTEMISMED
138.0,4,2025-03-05,ARVEE
392.4,861453,2025-03-05,ARVINDFASN
338.5,803760,2025-03-05,ARVIND
683.1,69033,2025-03-05,ARVSMART
616.75,47156,2025-03-05,ASAHIINDIA
291.0,19326,2025-03-05,ASAHISONG
328.7,964402,2025-03-05,ASHAPURMIN
307.05,38444,2025-03-05,ASHIANA
19.74,445324,2025-03-05,ASHIMASYN
209.21,11001965,2025-03-05,ASHOKLEY
182.22,2905687,2025-03-05,ASHOKA
17.42,45085,2025-03-05,ASHOKAMET
258.56,166841,2025-03-05,ASIANENE
46.86,1007462,2025-03-05,ASIANTILES
130.71,6217,2025-03-05,AHLEAST
2164.15,1535212,2025-03-05,ASIANPAINT
375.2,70703,2025-03-05,ASKAUTOLTD
253.3,10915,2025-03-05,ASPINWALL
1176.2,93245,2025-03-05,ASALCBR
708.85,23800,2025-03-05,ASTEC
414.25,1961596,2025-03-05,ASTERDM
615.35,308800,2025-03-05,ASTRAMICRO
1317.85,732223,2025-03-05,ASTRAL
7339.45,17518,2025-03-05,ASTRAZEN
12.72,55609,2025-03-05,ASTRON
11.71,2206001,2025-03-05,ATALREAL
88.64,44538,2025-03-05,ATAM
449.7,61384,2025-03-05,ATULAUTO
5672.4,45113,2025-03-05,ATUL
546.45,1474686,2025-03-05,AUBANK
1438.0,43574,2025-03-05,AURIONPRO
1093.0,916437,2025-03-05,AUROPHARMA
185.53,83844,2025-03-05,AURUM
82.28,6266,2025-03-05,AUSOMENT
1518.0,62960,2025-03-05,AIIL
73.09,100873,2025-03-05,AUTOIND
1614.55,8327,2025-03-05,AUTOAXLES
511.95,83642,2025-03-05,ASAL
389.4,100142,2025-03-05,AVADHSUGAR
708.55,411984,2025-03-05,AVALON
117.38,1100042,2025-03-05,AVANTEL
786.1,9432683,2025-03-05,AVANTIFEED
3474.5,417930,2025-03-05,DMART
167.02,5396,2025-03-05,AVROIND
58.51,164893,2025-03-05,AVTNPL
654.95,185962,2025-03-05,AWFIS
1014.45,5133873,2025-03-05,AXISBANK
72.67,205314,2025-03-05,AXISGOLD
496.37,134,2025-03-05,AXISBNKETF
12.45,26642,2025-03-05,AXISBPSETF
105.98,511,2025-03-05,AXISCETF
131.71,3056,2025-03-05,AXISHCETF
96.73,16430,2025-03-05,AXISILVER
243.42,9594,2025-03-05,AXISNIFTY
408.65,799,2025-03-05,AXISTECETF
75.35,811,2025-03-05,AXSENSEX
10.03,1725952,2025-03-05,AXITA
187.26,134724,2025-03-05,AYMSYNTEX
1355.15,304685,2025-03-05,AZAD
157.13,25095,2025-03-05,BBTCL
49.8,939140,2025-03-05,BLKASHYAP
218.59,314804,2025-03-05,STYLEBAAZA
10.3,307748,2025-03-05,BAIDFIN
7420.3,749464,2025-03-05,BAJAJ-AUTO
158.61,565888,2025-03-05,BAJAJCON
610.05,41153,2025-03-05,BAJAJELEC
8298.7,1630092,2025-03-05,BAJFINANCE
1801.8,2143253,2025-03-05,BAJAJFINSV
638.55,432743,2025-03-05,BAJAJHCARE
20.05,9364000,2025-03-05,BAJAJHIND
11560.0,40281,2025-03-05,BAJAJHLDNG
112.24,7616110,2025-03-05,BAJAJHFL
167.97,202292,2025-03-05,BAJEL
84.71,17238,2025-03-05,BALPHARMA
1309.35,57257,2025-03-05,BALAMINES
57.25,306319,2025-03-05,BALAXI
2497.2,396362,2025-03-05,BALKRISIND
19.58,31899,2025-03-05,BALKRISHNA
164.37,415785,2025-03-05,BALMLAWRIE
449.3,223839,2025-03-05,BALRAMCHIN
478.0,697881,2025-03-05,BALUFORGE
329.3,165616,2025-03-05,BANCOINDIA
147.43,7761859,2025-03-05,BANDHANBNK
241.63,2056,2025-03-05,IDFNIFTYET
205.22,9984238,2025-03-05,BANKBARODA
97.88,9515677,2025-03-05,BANKINDIA
47.18,8856876,2025-03-05,MAHABANK
67.22,38712,2025-03-05,BANKA
