ClsPric,TtlTradgVol,TradDt,TckrSymb
4933.25,17488,2025-01-14,BASF
239.96,314226,2025-01-14,EXICOM
102.14,324356,2025-01-14,GEOJITFSL
468.3,10221,2025-01-14,HINDCOMPOS
1782.05,330495,2025-01-14,HYUNDAI
234.95,9381857,2025-01-14,PPLPHARMA
254.85,717076,2025-01-14,VPRPL
625.35,138472,2025-01-14,AKUMS
20.01,3015902,2025-01-14,SUBEXLTD
1029.35,29825,2025-01-14,SUNDRMFAST
1936.7,197613,2025-01-14,IKS
629.9,81579,2025-01-14,RUSTOMJEE
192.94,805031,2025-01-14,MON100
243.85,27637,2025-01-14,NAHARPOLY
61.44,3737264,2025-01-14,NETWORK18
1638.2,125939,2025-01-14,AAVAS
601.5,104671,2025-01-14,AWHCL
192.54,4727,2025-01-14,CONSOFINVT
123.7,10253,2025-01-14,AARVI
122.08,7482,2025-01-14,AIROLAM
26.85,128085,2025-01-14,DIGISPICE
1669.0,169799,2025-01-14,GLAND
371.2,504539,2025-01-14,NURECA
465.15,2788151,2025-01-14,OIL
416.05,196475,2025-01-14,REPCOHOME
423.5,866964,2025-01-14,SARDAEN
633.15,5734769,2025-01-14,TRANSRAILL
1775.5,8734,2025-01-14,VINDHYATEL
80.29,190088,2025-01-14,INTLCONV
76.39,17957402,2025-01-14,NHPC
1381.95,178357,2025-01-14,SANSERA
211.02,12065,2025-01-14,LFIC
61.98,1347727,2025-01-14,MEDICO
189.96,39081,2025-01-14,MOLDTECH
1081.25,113528,2025-01-14,BRIGADE
1238.45,44757,2025-01-14,CARBORUNIV
360.0,87519,2025-01-14,STANLEY
156.43,222882,2025-01-14,INDOAMIN
76.6,484,2025-01-14,BBNPPGOLD
234.34,3174,2025-01-14,NIFTYBETF
541.8,249833,2025-01-14,PRICOLLTD
188.67,50401,2025-01-14,PYRAMID
333.4,19472,2025-01-14,VINYLINDIA
459.7,567346,2025-01-14,CIEINDIA
5265.75,3288,2025-01-14,ESABINDIA
1135.75,93673,2025-01-14,GALAPREC
10.71,95249,2025-01-14,GVPTECH
256.27,99126,2025-01-14,HDFCNIFTY
299.95,7974,2025-01-14,SAHYADRI
1144.4,723504,2025-01-14,SIGNATURE
87.4,174173,2025-01-14,SILVERETF
2423.65,2634,2025-01-14,LUMAXIND
970.65,42899,2025-01-14,NESCO
1033.03,2521,2025-01-14,LIQUIDSHRI
114.58,400784,2025-01-14,TEXINFRA
4706.55,181717,2025-01-14,LTTS
1875.3,158488,2025-01-14,MAZDA
1608.0,114226,2025-01-14,MTARTECH
175.96,16272268,2025-01-14,GAIL
58.86,19186,2025-01-14,GSEC5IETF
398.95,94962,2025-01-14,PRINCEPIPE
108.21,796273,2025-01-14,SDBL
697.9,277308,2025-01-14,TIPSMUSIC
379.8,67743,2025-01-14,JSFB
116.68,3662899,2025-01-14,JMFINANCIL
475.55,92299,2025-01-14,KABRAEXTRU
123.62,47771,2025-01-14,KOKUYOCMLN
174.37,4081644,2025-01-14,ABCAPITAL
1052.8,6628,2025-01-14,ADORWELD
640.1,234032,2025-01-14,CCL
1442.82,5890,2025-01-14,EBBETF0430
804.1,2248,2025-01-14,ELDEHSG
4008.15,1394,2025-01-14,FOSECOIND
482.25,20381,2025-01-14,RAJRATAN
142.94,5402611,2025-01-14,SAMMAANCAP
734.7,1627465,2025-01-14,SBICARD
158.8,43226,2025-01-14,WORTH
950.3,866047,2025-01-14,KEC
586.6,101859,2025-01-14,LUMAXTECH
11.17,37633,2025-01-14,HEADSUP
153.57,393938,2025-01-14,HEMIPROP
