ClsPric,TtlTradgVol,TradDt,TckrSymb
195.16,78074,2025-03-26,20MICRONS
959.65,397546,2025-03-26,360ONE
87.5,4261,2025-03-26,GOLD360
21.67,1782678,2025-03-26,3IINFOLTD
27948.6,2591,2025-03-26,3MINDIA
39.41,11373,2025-03-26,3PLAND
366.5,52917,2025-03-26,5PAISA
820.6,166567,2025-03-26,63MOONS
99.1,227824,2025-03-26,ABINFRA
14.85,369925,2025-03-26,A2ZINFRA
76.2,46685,2025-03-26,AAATECH
403.25,409873,2025-03-26,AADHARHFC
8.08,225522,2025-03-26,AAKASH
35.74,136189,2025-03-26,AAREYDRUGS
332.7,9048,2025-03-26,AARON
333.65,393410,2025-03-26,AARTIDRUGS
389.45,1191290,2025-03-26,AARTIIND
733.2,464761,2025-03-26,AARTIPHARM
408.8,35097,2025-03-26,AARTISURF
102.68,7748,2025-03-26,AARVI
2013.6,795634,2025-03-26,AAVAS
5523.7,729146,2025-03-26,ABB
30591.5,8589,2025-03-26,ABBOTINDIA
45.23,1110,2025-03-26,ABMINTLLTD
1933.7,175969,2025-03-26,ACC
1298.25,17785,2025-03-26,ACCELYA
7.71,468827,2025-03-26,ACCURACY
22.12,10237,2025-03-26,ACEINTEG
190.47,979140,2025-03-26,ACMESOLAR
1198.25,167276,2025-03-26,ACE
803.0,2042407,2025-03-26,ADANIENSOL
2312.6,1078870,2025-03-26,ADANIENT
912.1,3194761,2025-03-26,ADANIGREEN
1181.6,1676081,2025-03-26,ADANIPORTS
497.85,3712356,2025-03-26,ADANIPOWER
598.05,1097890,2025-03-26,ATGL
250.81,2048951,2025-03-26,AWL
232.68,155764,2025-03-26,ADFFOODS
630.45,174857,2025-03-26,ABSLAMC
181.43,2933935,2025-03-26,ABCAPITAL
257.65,4151589,2025-03-26,ABFRL
1948.8,343686,2025-03-26,ABREL
435.55,30004,2025-03-26,AVL
77.84,271824,2025-03-26,BSLGOLDETF
27.07,148953,2025-03-26,BSLNIFTY
856.5,22557,2025-03-26,ADORWELD
12.01,177096,2025-03-26,ADROITINFO
278.9,216362,2025-03-26,ADVENZYMES
58.11,61308,2025-03-26,ADVANIHOTR
786.75,542410,2025-03-26,AEGISLOG
171.74,544306,2025-03-26,AEROFLEX
845.8,50943,2025-03-26,AETHER
468.45,548476,2025-03-26,AFCONS
1601.9,740058,2025-03-26,AFFLE
393.75,16266,2025-03-26,AFFORDABLE
1012.8,16542,2025-03-26,AGARIND
742.25,170261,2025-03-26,AGI
908.15,58431,2025-03-26,AGIIL
138.6,15775,2025-03-26,AGRITECH
29.93,47589,2025-03-26,AGROPHOS
778.6,33975,2025-03-26,ATFL
59.59,89211,2025-03-26,AHLADA
814.15,79033,2025-03-26,AHLUCONT
3343.2,41182,2025-03-26,AIAENG
55.95,438998,2025-03-26,GOLDTECH
26.69,259434,2025-03-26,AIRAN
89.82,17753,2025-03-26,AIROLAM
2728.8,95614,2025-03-26,AJANTPHARM
609.9,415795,2025-03-26,AJAXENGG
885.0,59177,2025-03-26,AJMERA
6.02,882719,2025-03-26,AJOONI
26.12,20225,2025-03-26,AKASH
13.95,201319,2025-03-26,AKG
66.12,664612,2025-03-26,AFIL
7.84,1034127,2025-03-26,AKSHOPTFBR
202.64,27825,2025-03-26,AKSHARCHEM
457.55,379087,2025-03-26,AKUMS
3324.7,36894,2025-03-26,AKZOINDIA
14.82,583804,2025-03-26,ALANKIT
840.8,17870,2025-03-26,ALBERTDAVD
98.81,693884,2025-03-26,ALEMBICLTD
904.9,116397,2025-03-26,APLLTD
677.3,62590,2025-03-26,ALICON
1004.35,62121,2025-03-26,ALIVUS
81.86,46962,2025-03-26,ALKALI
5003.2,88764,2025-03-26,ALKEM
1679.2,69703,2025-03-26,ALKYLAMINE
55.54,1215585,2025-03-26,ACLGATI
29.2,3653620,2025-03-26,ALLCARGO
23.17,941020,2025-03-26,ATL
929.2,22078,2025-03-26,ALLDIGI
315.6,589554,2025-03-26,ABDL
187.18,381625,2025-03-26,ADSL
21.54,1504016,2025-03-26,ALMONDZ
15.39,8936016,2025-03-26,ALOKINDS
105.3,33343,2025-03-26,ALPA
1039.9,2771558,2025-03-26,ARE&M
6857.15,295298,2025-03-26,AMBER
26.53,36986,2025-03-26,AMBICAAGAR
1310.1,19049,2025-03-26,AMBIKCO
532.45,4409206,2025-03-26,AMBUJACEM
46.73,61613,2025-03-26,AMDIND
2381.45,135757,2025-03-26,AMIORG
228.13,21830,2025-03-26,AMNPLST
47.19,59676,2025-03-26,AMJLAND
613.9,21976,2025-03-26,AMRUTANJAN
1837.5,138521,2025-03-26,ANANDRATHI
498.25,2373823,2025-03-26,ANANTRAJ
55.11,72549,2025-03-26,ACL
69.68,423422,2025-03-26,ANDHRAPAP
69.09,543585,2025-03-26,ANDHRSUGAR
2324.65,1134580,2025-03-26,ANGELONE
106.4,39584,2025-03-26,ANIKINDS
99.64,51424,2025-03-26,APCL
15.67,380630,2025-03-26,ANMOL
1.05,730706,2025-03-26,ANTGRAPHIC
499.7,134659,2025-03-26,AWHCL
150.33,56602,2025-03-26,ANUHPHR
759.85,254765,2025-03-26,ANURAS
10.73,324950,2025-03-26,AONETOTAL
5789.5,136471,2025-03-26,APARINDS
313.25,208441,2025-03-26,APCOTEXIND
221.19,105721,2025-03-26,APEX
1498.05,344540,2025-03-26,APLAPOLLO
6519.8,281646,2025-03-26,APOLLOHOSP
122.94,8959496,2025-03-26,APOLLO
372.2,197619,2025-03-26,APOLLOPIPE
1212.35,4077,2025-03-26,APOLSINHOT
429.6,1499465,2025-03-26,APOLLOTYRE
116.54,445057,2025-03-26,APTECHT
299.35,214071,2025-03-26,APTUS
503.75,542138,2025-03-26,ACI
74.51,416,2025-03-26,ADL
86.86,52641,2025-03-26,ARCHIDPLY
16.94,90294,2025-03-26,ARCHIES
256.13,36257,2025-03-26,ARIES
68.58,816541,2025-03-26,ARIHANTCAP
403.9,31730,2025-03-26,ARIHANTSUP
151.29,1115734,2025-03-26,ARKADE
1326.85,39132,2025-03-26,ARMANFIN
34.84,40988,2025-03-26,AROGRANITE
45.13,6674,2025-03-26,ARTNIRMAN
263.17,183395,2025-03-26,ARTEMISMED
140.38,434,2025-03-26,ARVEE
399.15,490040,2025-03-26,ARVINDFASN
321.3,430741,2025-03-26,ARVIND
704.1,156753,2025-03-26,ARVSMART
612.85,52048,2025-03-26,ASAHIINDIA
330.2,12000,2025-03-26,ASAHISONG
356.25,223103,2025-03-26,ASHAPURMIN
299.75,64692,2025-03-26,ASHIANA
18.07,618689,2025-03-26,ASHIMASYN
214.98,29415718,2025-03-26,ASHOKLEY
190.64,2108756,2025-03-26,ASHOKA
16.71,46590,2025-03-26,ASHOKAMET
258.62,204915,2025-03-26,ASIANENE
42.91,1613050,2025-03-26,ASIANTILES
134.99,22667,2025-03-26,AHLEAST
2323.15,1934492,2025-03-26,ASIANPAINT
449.45,65518,2025-03-26,ASKAUTOLTD
241.7,17690,2025-03-26,ASPINWALL
1354.65,17303,2025-03-26,ASALCBR
690.1,84844,2025-03-26,ASTEC
440.3,406915,2025-03-26,ASTERDM
671.0,252016,2025-03-26,ASTRAMICRO
1278.85,458146,2025-03-26,ASTRAL
8386.5,25081,2025-03-26,ASTRAZEN
11.55,109001,2025-03-26,ASTRON
13.31,1736028,2025-03-26,ATALREAL
79.84,79403,2025-03-26,ATAM
445.7,106431,2025-03-26,ATULAUTO
5772.85,31754,2025-03-26,ATUL
573.75,8030660,2025-03-26,AUBANK
1377.05,68309,2025-03-26,AURIONPRO
1157.45,811910,2025-03-26,AUROPHARMA
165.89,39560,2025-03-26,AURUM
78.49,4849,2025-03-26,AUSOMENT
1536.0,29042,2025-03-26,AIIL
67.86,184495,2025-03-26,AUTOIND
1699.55,11315,2025-03-26,AUTOAXLES
488.6,39256,2025-03-26,ASAL
439.3,94277,2025-03-26,AVADHSUGAR
783.6,707884,2025-03-26,AVALON
111.01,835294,2025-03-26,AVANTEL
903.95,747119,2025-03-26,AVANTIFEED
3945.7,384630,2025-03-26,DMART
145.6,45853,2025-03-26,AVROIND
56.53,194041,2025-03-26,AVTNPL
635.7,249965,2025-03-26,AWFIS
1096.25,7127060,2025-03-26,AXISBANK
73.97,267471,2025-03-26,AXISGOLD
524.38,2090,2025-03-26,AXISBNKETF
12.42,17540,2025-03-26,AXISBPSETF
109.69,2224,2025-03-26,AXISCETF
140.02,2559,2025-03-26,AXISHCETF
99.32,77365,2025-03-26,AXISILVER
255.92,4101,2025-03-26,AXISNIFTY
400.52,6831,2025-03-26,AXISTECETF
26.95,54159,2025-03-26,AXISVALUE
78.83,1457,2025-03-26,AXSENSEX
10.0,1784603,2025-03-26,AXITA
202.48,33684,2025-03-26,AYMSYNTEX
1366.4,141529,2025-03-26,AZAD
126.72,7687,2025-03-26,BBTCL
5.86,185684,2025-03-26,BAGFILMS
49.12,1045391,2025-03-26,BLKASHYAP
226.03,355799,2025-03-26,STYLEBAAZA
9.33,397358,2025-03-26,BAIDFIN
7977.1,391366,2025-03-26,BAJAJ-AUTO
159.07,351978,2025-03-26,BAJAJCON
580.1,34964,2025-03-26,BAJAJELEC
8866.05,886211,2025-03-26,BAJFINANCE
1943.4,2779682,2025-03-26,BAJAJFINSV
703.15,647937,2025-03-26,BAJAJHCARE
19.56,11412910,2025-03-26,BAJAJHIND
12599.05,63984,2025-03-26,BAJAJHLDNG
115.99,11700585,2025-03-26,BAJAJHFL
163.18,574621,2025-03-26,BAJEL
88.95,38320,2025-03-26,BALPHARMA
1249.65,85127,2025-03-26,BALAMINES
58.6,457995,2025-03-26,BALAJITELE
64.49,159930,2025-03-26,BALAXI
2581.05,481573,2025-03-26,BALKRISIND
17.01,94163,2025-03-26,BALKRISHNA
181.34,691711,2025-03-26,BALMLAWRIE
529.7,790127,2025-03-26,BALRAMCHIN
614.05,1002901,2025-03-26,BALUFORGE
126.5,15128,2025-03-26,BANARBEADS
345.45,130946,2025-03-26,BANCOINDIA
148.56,11538095,2025-03-26,BANDHANBNK
255.73,281,2025-03-26,IDFNIFTYET
47.89,11657,2025-03-26,BANG
220.34,8824925,2025-03-26,BANKBARODA
105.41,7981147,2025-03-26,BANKINDIA
46.38,13516930,2025-03-26,MAHABANK
74.37,69063,2025-03-26,BANKA
29.42,529313,2025-03-26,BASML
