ClsPric,TtlTradgVol,TradDt,TckrSymb
207.32,73293,2025-04-02,20MICRONS
69.0,4518,2025-04-02,21STCENMGM
890.55,310152,2025-04-02,360ONE
89.05,201,2025-04-02,GOLD360
22.55,572986,2025-04-02,3IINFOLTD
28671.15,1840,2025-04-02,3MINDIA
38.83,4381,2025-04-02,3PLAND
367.1,27037,2025-04-02,5PAISA
812.15,211703,2025-04-02,63MOONS
90.08,73794,2025-04-02,ABINFRA
14.35,780352,2025-04-02,A2ZINFRA
77.63,26153,2025-04-02,AAATECH
443.95,1133405,2025-04-02,AADHARHFC
7.99,131108,2025-04-02,AAKASH
40.54,97517,2025-04-02,AAREYDRUGS
338.4,4390,2025-04-02,AARON
342.5,199379,2025-04-02,AARTIDRUGS
400.8,1021388,2025-04-02,AARTIIND
752.8,277366,2025-04-02,AARTIPHARM
431.25,13864,2025-04-02,AARTISURF
103.64,6034,2025-04-02,AARVI
2085.0,300215,2025-04-02,AAVAS
5313.15,682715,2025-04-02,ABB
29540.9,8629,2025-04-02,ABBOTINDIA
46.16,14,2025-04-02,ABMINTLLTD
1963.85,140886,2025-04-02,ACC
1315.7,84152,2025-04-02,ACCELYA
8.16,195850,2025-04-02,ACCURACY
23.41,4239,2025-04-02,ACEINTEG
192.1,1243644,2025-04-02,ACMESOLAR
1276.45,182858,2025-04-02,ACE
867.9,1554834,2025-04-02,ADANIENSOL
2369.4,573928,2025-04-02,ADANIENT
943.05,2965379,2025-04-02,ADANIGREEN
1195.45,1232853,2025-04-02,ADANIPORTS
513.55,3194547,2025-04-02,ADANIPOWER
598.75,1329369,2025-04-02,ATGL
267.5,1280240,2025-04-02,AWL
244.74,85424,2025-04-02,ADFFOODS
648.85,103458,2025-04-02,ABSLAMC
190.16,4221124,2025-04-02,ABCAPITAL
261.25,965591,2025-04-02,ABFRL
1956.4,139778,2025-04-02,ABREL
450.75,569889,2025-04-02,AVL
80.74,225408,2025-04-02,BSLGOLDETF
26.85,117460,2025-04-02,BSLNIFTY
869.05,10907,2025-04-02,ADORWELD
11.94,48621,2025-04-02,ADROITINFO
285.15,73356,2025-04-02,ADVENZYMES
59.87,48451,2025-04-02,ADVANIHOTR
802.65,8593796,2025-04-02,AEGISLOG
174.85,371459,2025-04-02,AEROFLEX
806.8,157858,2025-04-02,AETHER
472.15,358386,2025-04-02,AFCONS
1587.1,132620,2025-04-02,AFFLE
402.65,12705,2025-04-02,AFFORDABLE
1003.0,6914,2025-04-02,AGARIND
787.75,136840,2025-04-02,AGI
823.95,160436,2025-04-02,AGIIL
139.35,11083,2025-04-02,AGRITECH
29.45,21007,2025-04-02,AGROPHOS
59.63,52399,2025-04-02,AHLADA
824.05,27014,2025-04-02,AHLUCONT
3312.05,9463,2025-04-02,AIAENG
52.98,88304,2025-04-02,GOLDTECH
27.86,80507,2025-04-02,AIRAN
95.4,7894,2025-04-02,AIROLAM
2617.75,51287,2025-04-02,AJANTPHARM
627.7,515603,2025-04-02,AJAXENGG
902.75,40715,2025-04-02,AJMERA
5.98,759924,2025-04-02,AJOONI
25.53,4986,2025-04-02,AKASH
13.26,116553,2025-04-02,AKG
69.14,304073,2025-04-02,AFIL
8.66,51958,2025-04-02,AKSHOPTFBR
218.14,4918,2025-04-02,AKSHARCHEM
473.9,148703,2025-04-02,AKUMS
3488.55,20781,2025-04-02,AKZOINDIA
14.71,426536,2025-04-02,ALANKIT
839.85,6223,2025-04-02,ALBERTDAVD
100.13,351667,2025-04-02,ALEMBICLTD
885.0,93325,2025-04-02,APLLTD
664.35,15367,2025-04-02,ALICON
1060.0,72720,2025-04-02,ALIVUS
83.81,12784,2025-04-02,ALKALI
4887.7,75912,2025-04-02,ALKEM
1735.8,63367,2025-04-02,ALKYLAMINE
58.17,473453,2025-04-02,ACLGATI
30.04,2463601,2025-04-02,ALLCARGO
24.29,399571,2025-04-02,ATL
984.4,6225,2025-04-02,ALLDIGI
314.1,439754,2025-04-02,ABDL
194.5,202249,2025-04-02,ADSL
21.27,178724,2025-04-02,ALMONDZ
15.47,6424768,2025-04-02,ALOKINDS
105.58,13299,2025-04-02,ALPA
1031.4,443314,2025-04-02,ARE&M
6996.05,312615,2025-04-02,AMBER
27.38,16917,2025-04-02,AMBICAAGAR
1344.65,11297,2025-04-02,AMBIKCO
534.05,1395080,2025-04-02,AMBUJACEM
46.54,32387,2025-04-02,AMDIND
2472.65,363163,2025-04-02,AMIORG
218.0,6819,2025-04-02,AMNPLST
47.6,14784,2025-04-02,AMJLAND
645.45,5077,2025-04-02,AMRUTANJAN
1882.55,92854,2025-04-02,ANANDRATHI
486.6,1952257,2025-04-02,ANANTRAJ
53.18,32506,2025-04-02,ACL
73.64,301768,2025-04-02,ANDHRAPAP
70.89,116782,2025-04-02,ANDHRSUGAR
2354.4,619679,2025-04-02,ANGELONE
129.27,56047,2025-04-02,ANIKINDS
109.66,14859,2025-04-02,APCL
15.88,343528,2025-04-02,ANMOL
1.02,118071,2025-04-02,ANTGRAPHIC
542.6,70882,2025-04-02,AWHCL
164.08,65287,2025-04-02,ANUHPHR
749.75,37930,2025-04-02,ANURAS
1001.66,21320,2025-04-02,AONELIQUID
10.67,235723,2025-04-02,AONETOTAL
5475.75,123186,2025-04-02,APARINDS
327.95,24984,2025-04-02,APCOTEXIND
216.09,40672,2025-04-02,APEX
1562.2,560192,2025-04-02,APLAPOLLO
6732.15,292940,2025-04-02,APOLLOHOSP
124.72,7137511,2025-04-02,APOLLO
407.15,147595,2025-04-02,APOLLOPIPE
1255.7,1795,2025-04-02,APOLSINHOT
428.25,394646,2025-04-02,APOLLOTYRE
122.99,190021,2025-04-02,APTECHT
301.85,293451,2025-04-02,APTUS
538.3,271308,2025-04-02,ACI
79.91,762,2025-04-02,ADL
89.03,9454,2025-04-02,ARCHIDPLY
17.03,56951,2025-04-02,ARCHIES
257.15,20469,2025-04-02,ARIES
69.29,151679,2025-04-02,ARIHANTCAP
409.0,10009,2025-04-02,ARIHANTSUP
162.97,2688127,2025-04-02,ARKADE
1378.45,22810,2025-04-02,ARMANFIN
35.18,15148,2025-04-02,AROGRANITE
44.27,2633,2025-04-02,ARTNIRMAN
268.45,43985,2025-04-02,ARTEMISMED
147.0,207,2025-04-02,ARVEE
389.6,366356,2025-04-02,ARVINDFASN
326.45,225457,2025-04-02,ARVIND
720.3,26588,2025-04-02,ARVSMART
618.2,57976,2025-04-02,ASAHIINDIA
351.85,17258,2025-04-02,ASAHISONG
380.35,270350,2025-04-02,ASHAPURMIN
296.0,52650,2025-04-02,ASHIANA
20.09,1339297,2025-04-02,ASHIMASYN
208.77,6284402,2025-04-02,ASHOKLEY
193.76,1117307,2025-04-02,ASHOKA
17.56,59806,2025-04-02,ASHOKAMET
287.4,72712,2025-04-02,ASIANENE
45.11,349136,2025-04-02,ASIANTILES
139.89,2391,2025-04-02,AHLEAST
2306.65,792695,2025-04-02,ASIANPAINT
442.45,43862,2025-04-02,ASKAUTOLTD
252.47,60593,2025-04-02,ASPINWALL
1417.5,44192,2025-04-02,ASALCBR
718.75,19069,2025-04-02,ASTEC
479.65,710770,2025-04-02,ASTERDM
681.05,127767,2025-04-02,ASTRAMICRO
1340.65,541708,2025-04-02,ASTRAL
8094.5,41527,2025-04-02,ASTRAZEN
14.16,917608,2025-04-02,ATALREAL
84.37,36544,2025-04-02,ATAM
489.65,259801,2025-04-02,ATULAUTO
5827.15,32312,2025-04-02,ATUL
539.5,1932324,2025-04-02,AUBANK
1622.1,30884,2025-04-02,AURIONPRO
1157.85,1036861,2025-04-02,AUROPHARMA
165.47,7664,2025-04-02,AURUM
83.2,5971,2025-04-02,AUSOMENT
1794.3,37019,2025-04-02,AIIL
