ClsPric,TtlTradgVol,TradDt,TckrSymb
198.27,146828,2025-04-04,20MICRONS
71.78,9691,2025-04-04,21STCENMGM
849.35,962981,2025-04-04,360ONE
90.2,9191,2025-04-04,GOLD360
97.2,373,2025-04-04,SILVER360
22.2,451933,2025-04-04,3IINFOLTD
28326.1,2896,2025-04-04,3MINDIA
40.34,4993,2025-04-04,3PLAND
354.85,62533,2025-04-04,5PAISA
769.85,241075,2025-04-04,63MOONS
88.28,29979,2025-04-04,ABINFRA
14.13,232639,2025-04-04,A2ZINFRA
78.55,81240,2025-04-04,AAATECH
449.85,2091355,2025-04-04,AADHARHFC
7.76,132780,2025-04-04,AAKASH
47.67,409120,2025-04-04,AAREYDRUGS
348.15,9871,2025-04-04,AARON
332.9,286146,2025-04-04,AARTIDRUGS
374.05,2290992,2025-04-04,AARTIIND
695.85,2187153,2025-04-04,AARTIPHARM
430.1,8363,2025-04-04,AARTISURF
105.16,12156,2025-04-04,AARVI
2052.1,277167,2025-04-04,AAVAS
5095.9,457097,2025-04-04,ABB
29077.4,9166,2025-04-04,ABBOTINDIA
50.01,1747,2025-04-04,ABMINTLLTD
1966.3,111739,2025-04-04,ACC
1292.45,9019,2025-04-04,ACCELYA
8.25,62733,2025-04-04,ACCURACY
25.24,110221,2025-04-04,ACEINTEG
191.82,855016,2025-04-04,ACMESOLAR
1263.4,285109,2025-04-04,ACE
859.4,1475762,2025-04-04,ADANIENSOL
2334.65,1219733,2025-04-04,ADANIENT
923.8,3226540,2025-04-04,ADANIGREEN
1148.35,1785093,2025-04-04,ADANIPORTS
532.55,8941177,2025-04-04,ADANIPOWER
591.3,885521,2025-04-04,ATGL
266.15,2039939,2025-04-04,AWL
232.7,139681,2025-04-04,ADFFOODS
654.5,283426,2025-04-04,ABSLAMC
188.26,4501520,2025-04-04,ABCAPITAL
258.3,2532306,2025-04-04,ABFRL
1898.5,176164,2025-04-04,ABREL
432.65,63770,2025-04-04,AVL
79.49,596926,2025-04-04,BSLGOLDETF
26.41,228259,2025-04-04,BSLNIFTY
850.25,22450,2025-04-04,ADORWELD
12.06,28042,2025-04-04,ADROITINFO
277.95,201496,2025-04-04,ADVENZYMES
59.45,61771,2025-04-04,ADVANIHOTR
777.75,885308,2025-04-04,AEGISLOG
175.49,1149245,2025-04-04,AEROFLEX
818.8,47821,2025-04-04,AETHER
456.8,648833,2025-04-04,AFCONS
1522.25,297803,2025-04-04,AFFLE
399.15,33232,2025-04-04,AFFORDABLE
984.4,16436,2025-04-04,AGARIND
764.75,168970,2025-04-04,AGI
816.25,33376,2025-04-04,AGIIL
132.53,10484,2025-04-04,AGRITECH
29.95,5486,2025-04-04,AGROPHOS
