ClsPric,TtlTradgVol,TradDt,TckrSymb
204.2,145695,2025-03-24,20MICRONS
978.75,1536573,2025-03-24,360ONE
87.55,1020,2025-03-24,GOLD360
23.72,1333685,2025-03-24,3IINFOLTD
28530.8,4252,2025-03-24,3MINDIA
393.0,244134,2025-03-24,5PAISA
826.0,185592,2025-03-24,63MOONS
95.91,101774,2025-03-24,ABINFRA
83.24,71013,2025-03-24,AAATECH
413.15,995545,2025-03-24,AADHARHFC
8.84,210164,2025-03-24,AAKASH
37.85,33555,2025-03-24,AAREYDRUGS
342.2,6832,2025-03-24,AARON
356.25,170945,2025-03-24,AARTIDRUGS
408.4,1314862,2025-03-24,AARTIIND
734.0,672929,2025-03-24,AARTIPHARM
448.9,32243,2025-03-24,AARTISURF
104.1,10004,2025-03-24,AARVI
2005.3,454235,2025-03-24,AAVAS
5532.2,310148,2025-03-24,ABB
31072.3,9503,2025-03-24,ABBOTINDIA
47.06,6619,2025-03-24,ABMINTLLTD
1933.35,258977,2025-03-24,ACC
1316.6,18949,2025-03-24,ACCELYA
8.21,294438,2025-03-24,ACCURACY
22.88,3581,2025-03-24,ACEINTEG
199.11,833703,2025-03-24,ACMESOLAR
1242.9,246437,2025-03-24,ACE
820.25,1808999,2025-03-24,ADANIENSOL
2368.7,1010184,2025-03-24,ADANIENT
952.9,3632791,2025-03-24,ADANIGREEN
1200.8,2135192,2025-03-24,ADANIPORTS
523.95,3517769,2025-03-24,ADANIPOWER
625.1,703039,2025-03-24,ATGL
261.75,1896034,2025-03-24,AWL
255.97,156265,2025-03-24,ADFFOODS
648.25,271303,2025-03-24,ABSLAMC
184.59,4193804,2025-03-24,ABCAPITAL
254.72,1400075,2025-03-24,ABFRL
2051.5,161415,2025-03-24,ABREL
429.65,98402,2025-03-24,AVL
77.8,158673,2025-03-24,BSLGOLDETF
27.22,7002586,2025-03-24,BSLNIFTY
885.25,27144,2025-03-24,ADORWELD
12.88,188758,2025-03-24,ADROITINFO
295.9,242908,2025-03-24,ADVENZYMES
61.52,126887,2025-03-24,ADVANIHOTR
789.1,433372,2025-03-24,AEGISLOG
183.74,1424563,2025-03-24,AEROFLEX
862.3,112949,2025-03-24,AETHER
489.7,1315061,2025-03-24,AFCONS
1558.55,163635,2025-03-24,AFFLE
413.5,27131,2025-03-24,AFFORDABLE
1072.5,24980,2025-03-24,AGARIND
765.05,299241,2025-03-24,AGI
925.75,76355,2025-03-24,AGIIL
148.67,23795,2025-03-24,AGRITECH
31.49,32169,2025-03-24,AGROPHOS
804.35,27795,2025-03-24,ATFL
64.51,61634,2025-03-24,AHLADA
823.05,129855,2025-03-24,AHLUCONT
3372.0,26362,2025-03-24,AIAENG
69.08,183080,2025-03-24,GOLDTECH
29.53,277755,2025-03-24,AIRAN
97.21,9948,2025-03-24,AIROLAM
2767.95,82300,2025-03-24,AJANTPHARM
590.0,652331,2025-03-24,AJAXENGG
938.85,89058,2025-03-24,AJMERA
6.26,884061,2025-03-24,AJOONI
27.39,39527,2025-03-24,AKASH
13.4,537618,2025-03-24,AKG
72.48,309023,2025-03-24,AFIL
223.17,16081,2025-03-24,AKSHARCHEM
491.05,705207,2025-03-24,AKUMS
3353.7,8593,2025-03-24,AKZOINDIA
15.5,789399,2025-03-24,ALANKIT
879.5,12238,2025-03-24,ALBERTDAVD
102.05,686658,2025-03-24,ALEMBICLTD
959.15,664234,2025-03-24,APLLTD
686.55,43846,2025-03-24,ALICON
1064.1,89186,2025-03-24,ALIVUS
91.02,25721,2025-03-24,ALKALI
5052.55,84099,2025-03-24,ALKEM
1774.5,612933,2025-03-24,ALKYLAMINE
59.07,1204804,2025-03-24,ACLGATI
30.88,5283324,2025-03-24,ALLCARGO
25.81,1074099,2025-03-24,ATL
974.3,9405,2025-03-24,ALLDIGI
326.65,684547,2025-03-24,ABDL
199.97,385182,2025-03-24,ADSL
19.78,315490,2025-03-24,ALMONDZ
16.72,8281929,2025-03-24,ALOKINDS
112.77,37464,2025-03-24,ALPA
1069.75,725220,2025-03-24,ARE&M
7001.75,452595,2025-03-24,AMBER
27.37,64448,2025-03-24,AMBICAAGAR
1386.95,20298,2025-03-24,AMBIKCO
519.3,2892707,2025-03-24,AMBUJACEM
55.88,117357,2025-03-24,AMDIND
2493.85,227644,2025-03-24,AMIORG
227.93,17010,2025-03-24,AMNPLST
