ClsPric,TtlTradgVol,TradDt,TckrSymb
207.35,74816,2025-04-03,20MICRONS
70.38,8367,2025-04-03,21STCENMGM
912.5,355479,2025-04-03,360ONE
90.8,811,2025-04-03,GOLD360
22.85,480625,2025-04-03,3IINFOLTD
28970.0,1915,2025-04-03,3MINDIA
39.92,6351,2025-04-03,3PLAND
374.7,32732,2025-04-03,5PAISA
810.35,122718,2025-04-03,63MOONS
92.7,33129,2025-04-03,ABINFRA
14.61,359855,2025-04-03,A2ZINFRA
77.56,43847,2025-04-03,AAATECH
458.65,1517316,2025-04-03,AADHARHFC
8.1,130069,2025-04-03,AAKASH
44.59,40051,2025-04-03,AAREYDRUGS
338.55,3291,2025-04-03,AARON
348.5,252757,2025-04-03,AARTIDRUGS
398.45,1284877,2025-04-03,AARTIIND
807.0,1663183,2025-04-03,AARTIPHARM
443.45,10586,2025-04-03,AARTISURF
104.16,4060,2025-04-03,AARVI
2094.6,192854,2025-04-03,AAVAS
5327.3,224578,2025-04-03,ABB
29909.3,10987,2025-04-03,ABBOTINDIA
47.95,975,2025-04-03,ABMINTLLTD
1994.85,163342,2025-04-03,ACC
1313.5,6782,2025-04-03,ACCELYA
8.5,127576,2025-04-03,ACCURACY
23.07,1595,2025-04-03,ACEINTEG
201.7,358275,2025-04-03,ACMESOLAR
1298.7,195745,2025-04-03,ACE
884.35,2165750,2025-04-03,ADANIENSOL
2410.8,1023200,2025-04-03,ADANIENT
955.3,3305378,2025-04-03,ADANIGREEN
1199.9,1300511,2025-04-03,ADANIPORTS
528.85,8331421,2025-04-03,ADANIPOWER
605.05,1080140,2025-04-03,ATGL
270.35,1461193,2025-04-03,AWL
248.37,61460,2025-04-03,ADFFOODS
663.2,159918,2025-04-03,ABSLAMC
193.34,5791029,2025-04-03,ABCAPITAL
264.0,1392501,2025-04-03,ABFRL
1954.9,99822,2025-04-03,ABREL
452.35,36448,2025-04-03,AVL
80.5,257153,2025-04-03,BSLGOLDETF
26.79,124771,2025-04-03,BSLNIFTY
878.0,8392,2025-04-03,ADORWELD
12.08,142298,2025-04-03,ADROITINFO
294.95,127753,2025-04-03,ADVENZYMES
61.35,109174,2025-04-03,ADVANIHOTR
809.35,1139704,2025-04-03,AEGISLOG
180.98,1333406,2025-04-03,AEROFLEX
827.8,55055,2025-04-03,AETHER
470.0,341333,2025-04-03,AFCONS
1602.6,202935,2025-04-03,AFFLE
429.7,23552,2025-04-03,AFFORDABLE
1017.6,14867,2025-04-03,AGARIND
775.05,145905,2025-04-03,AGI
846.95,90863,2025-04-03,AGIIL
140.35,9185,2025-04-03,AGRITECH
30.5,19370,2025-04-03,AGROPHOS
59.77,27174,2025-04-03,AHLADA
838.95,83014,2025-04-03,AHLUCONT
3342.7,7728,2025-04-03,AIAENG
52.35,124628,2025-04-03,GOLDTECH
28.24,142156,2025-04-03,AIRAN
96.22,4336,2025-04-03,AIROLAM
2621.15,103472,2025-04-03,AJANTPHARM
627.3,225987,2025-04-03,AJAXENGG
907.95,79318,2025-04-03,AJMERA
