ClsPric,TtlTradgVol,TradDt,TckrSymb
195.15,43483,2025-04-11,20MICRONS
71.63,3021,2025-04-11,21STCENMGM
870.2,1958890,2025-04-11,360ONE
91.95,5245,2025-04-11,GOLD360
95.82,1222,2025-04-11,SILVER360
21.08,629134,2025-04-11,3IINFOLTD
29006.3,4190,2025-04-11,3MINDIA
40.75,4762,2025-04-11,3PLAND
366.95,42237,2025-04-11,5PAISA
709.95,188974,2025-04-11,63MOONS
81.04,52985,2025-04-11,ABINFRA
13.84,329220,2025-04-11,A2ZINFRA
74.54,63322,2025-04-11,AAATECH
463.4,541790,2025-04-11,AADHARHFC
8.46,517308,2025-04-11,AAKASH
50.32,65760,2025-04-11,AAREYDRUGS
354.95,7705,2025-04-11,AARON
329.15,116429,2025-04-11,AARTIDRUGS
382.95,2925148,2025-04-11,AARTIIND
679.4,910552,2025-04-11,AARTIPHARM
435.55,5237,2025-04-11,AARTISURF
98.91,5274,2025-04-11,AARVI
2028.15,568252,2025-04-11,AAVAS
5143.3,416323,2025-04-11,ABB
29641.1,5580,2025-04-11,ABBOTINDIA
49.1,50,2025-04-11,ABMINTLLTD
2007.35,219191,2025-04-11,ACC
1268.65,11535,2025-04-11,ACCELYA
8.06,76338,2025-04-11,ACCURACY
23.66,11815,2025-04-11,ACEINTEG
197.09,339858,2025-04-11,ACMESOLAR
1230.75,129159,2025-04-11,ACE
844.8,1878535,2025-04-11,ADANIENSOL
2321.4,981463,2025-04-11,ADANIENT
893.65,2380909,2025-04-11,ADANIGREEN
1164.55,3536245,2025-04-11,ADANIPORTS
518.25,3196520,2025-04-11,ADANIPOWER
592.05,650826,2025-04-11,ATGL
272.55,1553155,2025-04-11,AWL
225.39,60291,2025-04-11,ADFFOODS
625.05,616815,2025-04-11,ABSLAMC
185.33,4469518,2025-04-11,ABCAPITAL
254.0,1351428,2025-04-11,ABFRL
1786.4,149271,2025-04-11,ABREL
427.85,43995,2025-04-11,AVL
83.24,161617,2025-04-11,BSLGOLDETF
26.27,166752,2025-04-11,BSLNIFTY
874.45,6256,2025-04-11,ADOR
11.61,43137,2025-04-11,ADROITINFO
276.45,73853,2025-04-11,ADVENZYMES
59.6,35006,2025-04-11,ADVANIHOTR
755.75,792415,2025-04-11,AEGISLOG
165.14,941492,2025-04-11,AEROFLEX
824.95,91646,2025-04-11,AETHER
428.2,444182,2025-04-11,AFCONS
1501.55,631714,2025-04-11,AFFLE
387.95,29986,2025-04-11,AFFORDABLE
982.4,11871,2025-04-11,AGARIND
768.55,116029,2025-04-11,AGI
804.25,64073,2025-04-11,AGIIL
135.69,5729,2025-04-11,AGRITECH
31.25,36334,2025-04-11,AGROPHOS
60.96,10973,2025-04-11,AHLADA
862.55,65163,2025-04-11,AHLUCONT
3168.75,21188,2025-04-11,AIAENG
53.75,38373,2025-04-11,GOLDTECH
26.92,67192,2025-04-11,AIRAN
92.19,2825,2025-04-11,AIROLAM
2565.4,89159,2025-04-11,AJANTPHARM
622.65,449431,2025-04-11,AJAXENGG
823.8,189643,2025-04-11,AJMERA
6.03,438687,2025-04-11,AJOONI
26.0,2935,2025-04-11,AKASH
12.43,6330,2025-04-11,AKG
83.96,1172838,2025-04-11,AFIL
10.98,1249674,2025-04-11,AKSHOPTFBR
209.57,25191,2025-04-11,AKSHARCHEM
433.8,252862,2025-04-11,AKUMS
3510.45,30580,2025-04-11,AKZOINDIA
15.13,245103,2025-04-11,ALANKIT
791.6,5415,2025-04-11,ALBERTDAVD
97.91,392712,2025-04-11,ALEMBICLTD
846.4,174841,2025-04-11,APLLTD
646.5,9665,2025-04-11,ALICON
965.3,108597,2025-04-11,ALIVUS
81.13,11172,2025-04-11,ALKALI
4887.45,50959,2025-04-11,ALKEM
1740.45,64511,2025-04-11,ALKYLAMINE
55.56,177228,2025-04-11,ACLGATI
27.72,1531442,2025-04-11,ALLCARGO
23.5,234418,2025-04-11,ATL
937.65,4107,2025-04-11,ALLDIGI
319.05,258596,2025-04-11,ABDL
186.02,174826,2025-04-11,ADSL
25.55,1583914,2025-04-11,ALMONDZ
15.62,4369840,2025-04-11,ALOKINDS
105.96,23894,2025-04-11,ALPA
975.55,494938,2025-04-11,ARE&M
6530.05,609690,2025-04-11,AMBER
27.05,10297,2025-04-11,AMBICAAGAR
1374.8,12878,2025-04-11,AMBIKCO
548.65,3541770,2025-04-11,AMBUJACEM
46.19,5560,2025-04-11,AMDIND
2256.65,284067,2025-04-11,AMIORG
209.61,4362,2025-04-11,AMNPLST
46.04,25406,2025-04-11,AMJLAND
632.05,6925,2025-04-11,AMRUTANJAN
1800.4,359645,2025-04-11,ANANDRATHI
439.2,2491644,2025-04-11,ANANTRAJ
54.27,17497,2025-04-11,ACL
71.09,85891,2025-04-11,ANDHRAPAP
68.12,107591,2025-04-11,ANDHRSUGAR
2265.0,606686,2025-04-11,ANGELONE
112.08,13352,2025-04-11,APCL
16.07,21011,2025-04-11,ANMOL
1.0,167490,2025-04-11,ANTGRAPHIC
508.1,72335,2025-04-11,AWHCL
171.99,14730,2025-04-11,ANUHPHR
702.5,713221,2025-04-11,ANURAS
1003.43,3131,2025-04-11,AONELIQUID
10.41,589202,2025-04-11,AONETOTAL
5028.4,243985,2025-04-11,APARINDS
331.65,22171,2025-04-11,APCOTEXIND
209.76,152988,2025-04-11,APEX
1517.35,582563,2025-04-11,APLAPOLLO
6780.95,652003,2025-04-11,APOLLOHOSP
112.67,3038273,2025-04-11,APOLLO
392.1,36779,2025-04-11,APOLLOPIPE
1236.85,398,2025-04-11,APOLSINHOT
427.75,2909601,2025-04-11,APOLLOTYRE
117.56,152494,2025-04-11,APTECHT
302.45,429882,2025-04-11,APTUS
601.1,968107,2025-04-11,ACI
88.23,9426,2025-04-11,ADL
84.32,22223,2025-04-11,ARCHIDPLY
17.67,95846,2025-04-11,ARCHIES
258.0,27689,2025-04-11,ARIES
70.8,147093,2025-04-11,ARIHANTCAP
385.15,42360,2025-04-11,ARIHANTSUP
160.96,1854944,2025-04-11,ARKADE
1417.2,37977,2025-04-11,ARMANFIN
35.25,18242,2025-04-11,AROGRANITE
44.39,609,2025-04-11,ARTNIRMAN
281.15,78030,2025-04-11,ARTEMISMED
142.6,384,2025-04-11,ARVEE
382.0,185013,2025-04-11,ARVINDFASN
333.1,397541,2025-04-11,ARVIND
673.6,84516,2025-04-11,ARVSMART
662.75,346335,2025-04-11,ASAHIINDIA
337.45,20645,2025-04-11,ASAHISONG
356.85,102197,2025-04-11,ASHAPURMIN
265.05,132697,2025-04-11,ASHIANA
20.91,183480,2025-04-11,ASHIMASYN
208.5,3837281,2025-04-11,ASHOKLEY
186.49,1238012,2025-04-11,ASHOKA
17.89,17512,2025-04-11,ASHOKAMET
277.9,68900,2025-04-11,ASIANENE
42.08,464353,2025-04-11,ASIANTILES
132.99,6446,2025-04-11,AHLEAST
2393.6,968152,2025-04-11,ASIANPAINT
407.6,77758,2025-04-11,ASKAUTOLTD
239.16,6514,2025-04-11,ASPINWALL
1167.3,77614,2025-04-11,ASALCBR
705.1,20371,2025-04-11,ASTEC
500.3,933050,2025-04-11,ASTERDM
723.0,359174,2025-04-11,ASTRAMICRO
1248.9,416203,2025-04-11,ASTRAL
8457.4,40634,2025-04-11,ASTRAZEN
15.67,675058,2025-04-11,ATALREAL
83.05,17487,2025-04-11,ATAM
483.45,119769,2025-04-11,ATULAUTO
5727.35,975580,2025-04-11,ATUL
557.1,2454627,2025-04-11,AUBANK
1556.8,226834,2025-04-11,AURIONPRO
1082.45,1559821,2025-04-11,AUROPHARMA
175.09,47429,2025-04-11,AURUM
79.28,1519,2025-04-11,AUSOMENT
1609.0,40131,2025-04-11,AIIL
72.74,59348,2025-04-11,AUTOIND
1624.95,1976,2025-04-11,AUTOAXLES
469.3,36931,2025-04-11,ASAL
425.65,45234,2025-04-11,AVADHSUGAR
812.3,273166,2025-04-11,AVALON
115.71,637916,2025-04-11,AVANTEL
799.65,5742099,2025-04-11,AVANTIFEED
4131.5,570955,2025-04-11,DMART
141.12,15132,2025-04-11,AVROIND
60.74,151880,2025-04-11,AVTNPL
634.35,42734,2025-04-11,AWFIS
1068.95,8144072,2025-04-11,AXISBANK
78.45,1817513,2025-04-11,AXISGOLD
522.15,39886,2025-04-11,AXISBNKETF
12.47,65713,2025-04-11,AXISBPSETF
110.95,9001,2025-04-11,AXISCETF
135.62,1111,2025-04-11,AXISHCETF
93.81,63695,2025-04-11,AXISILVER
248.86,22369,2025-04-11,AXISNIFTY
351.35,4935,2025-04-11,AXISTECETF
26.0,50070,2025-04-11,AXISVALUE
76.8,737,2025-04-11,AXSENSEX
10.08,1626751,2025-04-11,AXITA
